scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Aureliana fasciculata,Aureliana fasciculata,ot_1003_Tr100305.nex,-,Aureliana fasciculata,Aureliana fasciculata,"{'@tb:identifier.taxon': 168559, '@tb:identifier.taxonVariant': 243045, '@ubio': '3439847', '@uniprot': '180572'}",997074
Dunalia obovata,Dunalia obovata,ot_1003_Tr100305.nex,-,Dunalia obovata,Dunalia obovata,"{'@tb:identifier.taxon': 35214, '@tb:identifier.taxonVariant': 81612, '@ubio': '9107255', '@uniprot': '362346'}",448170
Solanum ovigerum,Solanum ovigerum,ot_1003_Tr100305.nex,-,Solanum ovigerum,Solanum ovigerum,"{'@tb:identifier.taxon': 448171, '@tb:identifier.taxonVariant': 592628, '@ubio': '9192490', '@uniprot': '488920'}",148845
Nierembergia calycina,Nierembergia calycina,ot_1003_Tr100305.nex,-,Nierembergia calycina,Nierembergia calycina,"{'@tb:identifier.taxon': 41305, '@tb:identifier.taxonVariant': 96279, '@ubio': '9196828', '@uniprot': '274373'}",474437
Solanum paraibanum,Solanum paraibanum,ot_1003_Tr100305.nex,-,Solanum paraibanum,Solanum paraibanum,"{'@tb:identifier.taxon': 604552, '@tb:identifier.taxonVariant': 806744, '@ubio': '9245859'}",766371
Solanum lasiocarpum,Solanum lasiocarpum,ot_1003_Tr100305.nex,-,Solanum lasiocarpum,Solanum lasiocarpum,"{'@tb:identifier.taxon': 27205, '@tb:identifier.taxonVariant': 63511, '@ubio': '5895610', '@uniprot': '227722'}",835552
Petunia reitzii,Petunia reitzii,ot_1003_Tr100305.nex,-,Petunia reitzii,Petunia reitzii,"{'@tb:identifier.taxon': 283621, '@tb:identifier.taxonVariant': 336732, '@ubio': '5912920', '@uniprot': '323109'}",341971
Lycium deserti,Lycium deserti,ot_1003_Tr100305.nex,-,Lycium deserti,Lycium deserti,"{'@tb:identifier.taxon': 395092, '@tb:identifier.taxonVariant': 405823, '@ubio': '9496959', '@uniprot': '459188'}",131407
Solanum vescum,Solanum vescum,ot_1003_Tr100305.nex,-,Solanum vescum,Solanum vescum,"{'@tb:identifier.taxon': 570035, '@tb:identifier.taxonVariant': 790058, '@ubio': '9225534'}",503660
Solanum caricifolium,Solanum caricifolium,ot_1003_Tr100305.nex,-,Solanum caricifolium,Solanum caricifolium,-,939582
Solanum peruvianum,Solanum peruvianum,ot_1003_Tr100305.nex,-,Solanum peruvianum,Solanum peruvianum,"{'@tb:identifier.taxon': 632150, '@tb:identifier.taxonVariant': 847162, '@ubio': '485911', '@uniprot': '4082'}",378975
Petunia axillaris,Petunia axillaris,ot_1003_Tr100305.nex,-,Petunia axillaris,Petunia axillaris,"{'@tb:identifier.taxon': 21345, '@tb:identifier.taxonVariant': 49636, '@ubio': '2653655', '@uniprot': '33119'}",232467
Solanum brevicaule,Solanum brevicaule,ot_1003_Tr100305.nex,-,Solanum brevicaule,Solanum brevicaule,"{'@tb:identifier.taxon': 632167, '@tb:identifier.taxonVariant': 847179, '@ubio': '5862368', '@uniprot': '205532'}",311880
Solanum rugosum,Solanum rugosum,ot_1003_Tr100305.nex,-,Solanum rugosum,Solanum rugosum,"{'@tb:identifier.taxon': 27266, '@tb:identifier.taxonVariant': 63632, '@ubio': '2653569', '@uniprot': '205578'}",210929
Solanum dissectum,Solanum dissectum,ot_1003_Tr100305.nex,-,Solanum dissectum,Solanum dissectum,"{'@tb:identifier.taxon': 619560, '@tb:identifier.taxonVariant': 829639, '@ubio': '8636043'}",939568
Solanum opacum,Solanum opacum,ot_1003_Tr100305.nex,-,Solanum opacum,Solanum opacum,"{'@tb:identifier.taxon': 349417, '@tb:identifier.taxonVariant': 506921, '@ubio': '5862960', '@uniprot': '401002'}",468689
Solanum atropurpureum,Solanum atropurpureum,ot_1003_Tr100305.nex,-,Solanum atropurpureum,Solanum atropurpureum,"{'@tb:identifier.taxon': 27134, '@tb:identifier.taxonVariant': 63359, '@ubio': '5862308', '@uniprot': '267266'}",217948
Lycium pumilum,Lycium pumilum,ot_1003_Tr100305.nex,-,Lycium pumilum,Lycium pumilum,"{'@tb:identifier.taxon': 362383, '@tb:identifier.taxonVariant': 390415, '@ubio': '9164738', '@uniprot': '416537'}",86074
Solanum brownii,Solanum brownii,ot_1003_Tr100305.nex,-,Solanum brownii,Solanum brownii,"{'@tb:identifier.taxon': 349403, '@tb:identifier.taxonVariant': 382892, '@ubio': '9175466', '@uniprot': '400988'}",885667
Solanum mauritianum,Solanum mauritianum,ot_1003_Tr100305.nex,-,Solanum mauritianum,Solanum mauritianum,"{'@tb:identifier.taxon': 27216, '@tb:identifier.taxonVariant': 63538, '@ubio': '2653540', '@uniprot': '205564'}",785106
Solanum riojense,Solanum riojense,ot_1003_Tr100305.nex,-,Solanum riojense,Solanum riojense,"{'@tb:identifier.taxon': 27262, '@tb:identifier.taxonVariant': 63620, '@ubio': '5970602', '@uniprot': '205576'}",210914
Iochroma australe,Iochroma australe,ot_1003_Tr100305.nex,-,Iochroma australe,Iochroma australe,"{'@tb:identifier.taxon': 316956, '@tb:identifier.taxonVariant': 361711, '@ubio': '10296477', '@uniprot': '362352'}",974489
Solanum turneroides,Solanum turneroides,ot_1003_Tr100305.nex,-,Solanum turneroides,Solanum turneroides,"{'@tb:identifier.taxon': 27293, '@tb:identifier.taxonVariant': 63684, '@ubio': '3440432', '@uniprot': '205589'}",284300
Cestrum violaceum,Cestrum violaceum,ot_1003_Tr100305.nex,-,Cestrum violaceum,Cestrum violaceum,"{'@tb:identifier.taxon': 36721, '@tb:identifier.taxonVariant': 84987, '@ubio': '9143732', '@uniprot': '385346'}",242628
Solanum acaule,Solanum acaule,ot_1003_Tr100305.nex,-,Solanum acaule,Solanum acaule,"{'@tb:identifier.taxon': 632168, '@tb:identifier.taxonVariant': 847180, '@ubio': '5861922', '@uniprot': '103871'}",614622
Capsicum recurvatum,Capsicum recurvatum,ot_1003_Tr100305.nex,-,Capsicum recurvatum,Capsicum recurvatum,"{'@tb:identifier.taxon': 397349, '@tb:identifier.taxonVariant': 406668, '@ubio': '9112005', '@uniprot': '462291'}",445180
Mandragora caulescens,Mandragora caulescens,ot_1003_Tr100305.nex,-,Mandragora caulescens,Mandragora caulescens,"{'@tb:identifier.taxon': 429021, '@tb:identifier.taxonVariant': 565227, '@ubio': '5923754', '@uniprot': '337183'}",329323
Scopolia carniolica,Scopolia carniolica,ot_1003_Tr100305.nex,-,Scopolia carniolica,Scopolia carniolica,"{'@tb:identifier.taxon': 232604, '@tb:identifier.taxonVariant': 295147, '@ubio': '2669260', '@uniprot': '258457'}",595763
Lycium ciliatum,Lycium ciliatum,ot_1003_Tr100305.nex,-,Lycium ciliatum,Lycium ciliatum,"{'@tb:identifier.taxon': 149239, '@tb:identifier.taxonVariant': 225052, '@ubio': '5992277', '@uniprot': '155080'}",814816
Deprea sachapapa,Larnax sachapapa,ot_1003_Tr100305.nex,-,Larnax sachapapa,Deprea sachapapa,"{'@tb:identifier.taxon': 35193, '@tb:identifier.taxonVariant': 81542, '@ubio': '5960795', '@uniprot': '115738'}",903494
Lycium torreyi,Lycium torreyi,ot_1003_Tr100305.nex,-,Lycium torreyi,Lycium torreyi,"{'@tb:identifier.taxon': 127956, '@tb:identifier.taxonVariant': 205505, '@ubio': '2653627', '@uniprot': '127640'}",735524
Capsicum annuum,Capsicum annuum,ot_1003_Tr100305.nex,-,Capsicum annuum,Capsicum annuum,"{'@tb:identifier.taxon': 4846, '@tb:identifier.taxonVariant': 11677, '@ubio': '2653579', '@uniprot': '4072'}",473836
Nolana urubambae,Nolana urubambae,ot_1003_Tr100305.nex,-,Nolana urubambae,Nolana urubambae,"{'@tb:identifier.taxon': 395108, '@tb:identifier.taxonVariant': 405845, '@ubio': '9381993', '@uniprot': '459204'}",551335
Solanum whalenii,Solanum whalenii,ot_1003_Tr100305.nex,-,Solanum whalenii,Solanum whalenii,"{'@tb:identifier.taxon': 604576, '@tb:identifier.taxonVariant': 806768, '@ubio': '9176789'}",141364
Iochroma ellipticum,Iochroma ellipticum,ot_1003_Tr100305.nex,-,Iochroma ellipticum,Iochroma ellipticum,"{'@tb:identifier.taxon': 35204, '@tb:identifier.taxonVariant': 81575, '@ubio': '9218382', '@uniprot': '362359'}",974479
Solanum viridifolium,Solanum viridifolium,ot_1003_Tr100305.nex,-,Solanum viridifolium,Solanum viridifolium,"{'@tb:identifier.taxon': 619633, '@tb:identifier.taxonVariant': 829721, '@ubio': '3440799'}",141366
Solanum juvenale,Solanum juvenale,ot_1003_Tr100305.nex,-,Solanum juvenale,Solanum juvenale,"{'@tb:identifier.taxon': 604572, '@tb:identifier.taxonVariant': 806764, '@ubio': '9175604'}",991006
Crenidium spinescens,Crenidium spinescens,ot_1003_Tr100305.nex,-,Crenidium spinescens,Crenidium spinescens,"{'@tb:identifier.taxon': 7450, '@tb:identifier.taxonVariant': 18034, '@ubio': '5969247', '@uniprot': '195729'}",286584
Solanum violaceimarmoratum,Solanum violaceimarmoratum,ot_1003_Tr100305.nex,-,Solanum violaceimarmoratum,Solanum violaceimarmoratum,"{'@tb:identifier.taxon': 632158, '@tb:identifier.taxonVariant': 847170, '@ubio': '5862712', '@uniprot': '315348'}",774992
Solanum thruppii,Solanum thruppii,ot_1003_Tr100305.nex,-,Solanum thruppii,Solanum thruppii,"{'@tb:identifier.taxon': 27282, '@tb:identifier.taxonVariant': 63664, '@ubio': '5983839', '@uniprot': '329768'}",1031454
,Lycium duplicatum,ot_1003_Tr100305.nex,-,Lycium duplicatum,-,-,-
Anisodus luridus,Anisodus luridus,ot_1003_Tr100305.nex,-,Anisodus luridus,Anisodus luridus,"{'@tb:identifier.taxon': 232605, '@tb:identifier.taxonVariant': 295148, '@ubio': '5976534', '@uniprot': '258458'}",100843
Solanum serpens,Solanum serpens,ot_1003_Tr100305.nex,-,Solanum serpens,Solanum serpens,"{'@tb:identifier.taxon': 619638, '@tb:identifier.taxonVariant': 829726, '@ubio': '8400188'}",715564
Solanum vernei,Solanum vernei,ot_1003_Tr100305.nex,-,Solanum vernei,Solanum vernei,"{'@tb:identifier.taxon': 154766, '@tb:identifier.taxonVariant': 230206, '@ubio': '5862722', '@uniprot': '162495'}",125740
Lycium nodosum,Lycium nodosum,ot_1003_Tr100305.nex,-,Lycium nodosum,Lycium nodosum,"{'@tb:identifier.taxon': 301702, '@tb:identifier.taxonVariant': 350395, '@ubio': '5984649', '@uniprot': '343887'}",596966
Solanum fraxinifolium,Solanum fraxinifolium,ot_1003_Tr100305.nex,-,Solanum fraxinifolium,Solanum fraxinifolium,"{'@tb:identifier.taxon': 632182, '@tb:identifier.taxonVariant': 847194, '@ubio': '5886512', '@uniprot': '265242'}",81458
Hunzikeria texana,Hunzikeria texana,ot_1003_Tr100305.nex,-,Hunzikeria texana,Hunzikeria texana,"{'@tb:identifier.taxon': 41311, '@tb:identifier.taxonVariant': 96291, '@ubio': '2667516', '@uniprot': '274394'}",324474
Solanum villosum,Solanum villosum,ot_1003_Tr100305.nex,-,Solanum villosum,Solanum villosum,"{'@tb:identifier.taxon': 27299, '@tb:identifier.taxonVariant': 63697, '@ubio': '3879208', '@uniprot': '115671'}",358705
Deprea purpurea,Larnax purpurea,ot_1003_Tr100305.nex,-,Larnax purpurea,Deprea purpurea,"{'@tb:identifier.taxon': 118763, '@tb:identifier.taxonVariant': 197113, '@ubio': '5960794', '@uniprot': '115737'}",903498
Lycianthes heteroclita,Lycianthes heteroclita,ot_1003_Tr100305.nex,-,Lycianthes heteroclita,Lycianthes heteroclita,"{'@tb:identifier.taxon': 16491, '@tb:identifier.taxonVariant': 38656, '@ubio': '5954773', '@uniprot': '52872'}",326635
Nierembergia hippomanica,Nierembergia hippomanica,ot_1003_Tr100305.nex,-,Nierembergia hippomanica,Nierembergia hippomanica,"{'@tb:identifier.taxon': 429028, '@tb:identifier.taxonVariant': 565239, '@ubio': '2653651', '@uniprot': '144308'}",1080371
Physalis greenmanii,Physalis greenmanii,ot_1003_Tr100305.nex,-,Physalis greenmanii,Physalis greenmanii,"{'@tb:identifier.taxon': 22167, '@tb:identifier.taxonVariant': 51545, '@ubio': '3440309', '@uniprot': '304146'}",298427
Nolana johnstonii,Nolana johnstonii,ot_1003_Tr100305.nex,-,Nolana johnstonii,Nolana johnstonii,"{'@tb:identifier.taxon': 395097, '@tb:identifier.taxonVariant': 405829, '@ubio': '9381721', '@uniprot': '459193'}",705978
Jaborosa squarrosa,Jaborosa squarrosa,ot_1003_Tr100305.nex,-,Jaborosa squarrosa,Jaborosa squarrosa,"{'@tb:identifier.taxon': 301693, '@tb:identifier.taxonVariant': 350377, '@ubio': '9182922', '@uniprot': '343878'}",970950
Nolana galapagensis,Nolana galapagensis,ot_1003_Tr100305.nex,-,Nolana galapagensis,Nolana galapagensis,"{'@tb:identifier.taxon': 95035, '@tb:identifier.taxonVariant': 174206, '@ubio': '5957959', '@uniprot': '84185'}",849696
Solanum pseudolulo,Solanum pseudolulo,ot_1003_Tr100305.nex,-,Solanum pseudolulo,Solanum pseudolulo,"{'@tb:identifier.taxon': 27250, '@tb:identifier.taxonVariant': 63602, '@ubio': '5919767', '@uniprot': '227724'}",835545
Anisodus carniolicoides,Anisodus carniolicoides,ot_1003_Tr100305.nex,-,Anisodus carniolicoides,Anisodus carniolicoides,"{'@tb:identifier.taxon': 232606, '@tb:identifier.taxonVariant': 295150, '@ubio': '5976535', '@uniprot': '258459'}",100845
Solanum buddleifolium,Solanum buddleifolium,ot_1003_Tr100305.nex,-,Solanum buddleifolium,Solanum buddleifolium,-,1086076
,Deprea sylvaticum,ot_1003_Tr100305.nex,-,Deprea sylvaticum,-,-,-
Nolana tocopillensis,Nolana tocopillensis,ot_1003_Tr100305.nex,-,Nolana tocopillensis,Nolana tocopillensis,"{'@tb:identifier.taxon': 95053, '@tb:identifier.taxonVariant': 174224, '@ubio': '5957972', '@uniprot': '84203'}",956758
Solanum oligacanthum,Solanum oligacanthum,ot_1003_Tr100305.nex,-,Solanum oligacanthum,Solanum oligacanthum,"{'@tb:identifier.taxon': 619585, '@tb:identifier.taxonVariant': 829664, '@ubio': '9225459'}",766361
Physalis coztomatl,Physalis coztomatl,ot_1003_Tr100305.nex,-,Physalis coztomatl,Physalis coztomatl,"{'@tb:identifier.taxon': 22164, '@tb:identifier.taxonVariant': 51539, '@ubio': '5863708', '@uniprot': '304143'}",414766
Withania somnifera,Withania somnifera,ot_1003_Tr100305.nex,-,Withania somnifera,Withania somnifera,"{'@tb:identifier.taxon': 127395, '@tb:identifier.taxonVariant': 204955, '@ubio': '2669862', '@uniprot': '126910'}",374058
Solanum pinnatisectum,Solanum pinnatisectum,ot_1003_Tr100305.nex,-,Solanum pinnatisectum,Solanum pinnatisectum,"{'@tb:identifier.taxon': 632162, '@tb:identifier.taxonVariant': 847174, '@ubio': '476066', '@uniprot': '50273'}",30642
Nierembergia pulchella,Nierembergia pulchella,ot_1003_Tr100305.nex,-,Nierembergia pulchella,Nierembergia pulchella,"{'@tb:identifier.taxon': 245750, '@tb:identifier.taxonVariant': 465964, '@ubio': '9223058', '@uniprot': '274381'}",898768
Nicotiana corymbosa,Nicotiana corymbosa,ot_1003_Tr100305.nex,-,Nicotiana corymbosa,Nicotiana corymbosa,"{'@tb:identifier.taxon': 184572, '@tb:identifier.taxonVariant': 444877, '@ubio': '5845872', '@uniprot': '200301'}",755399
Solanum hindsianum,Solanum hindsianum,ot_1003_Tr100305.nex,-,Solanum hindsianum,Solanum hindsianum,"{'@tb:identifier.taxon': 27190, '@tb:identifier.taxonVariant': 63475, '@ubio': '2669393', '@uniprot': '205591'}",159588
Reyesia,Reyesia sp,ot_1003_Tr100305.nex,-,Reyesia sp,Reyesia,-,162213
Nicotiana nudicaulis,Nicotiana nudicaulis,ot_1003_Tr100305.nex,-,Nicotiana nudicaulis,Nicotiana nudicaulis,"{'@tb:identifier.taxon': 70735, '@tb:identifier.taxonVariant': 146878, '@ubio': '3440278', '@uniprot': '49452'}",893253
Solanum ochrophyllum,Solanum ochrophyllum,ot_1003_Tr100305.nex,-,Solanum ochrophyllum,Solanum ochrophyllum,"{'@tb:identifier.taxon': 27232, '@tb:identifier.taxonVariant': 63566, '@ubio': '3440808', '@uniprot': '205569'}",785130
Solanum limitare,Solanum limitare,ot_1003_Tr100305.nex,-,Solanum limitare,Solanum limitare,"{'@tb:identifier.taxon': 619577, '@tb:identifier.taxonVariant': 829656, '@ubio': '8637671'}",464547
Solanum incompletum,Solanum incompletum,ot_1003_Tr100305.nex,-,Solanum incompletum,Solanum incompletum,"{'@tb:identifier.taxon': 27196, '@tb:identifier.taxonVariant': 63489, '@ubio': '2669394', '@uniprot': '329780'}",691769
Jaltomata sanchez-vegae,Jaltomata sanchezvegae,ot_1003_Tr100305.nex,-,Jaltomata sanchezvegae,Jaltomata sanchez-vegae,-,532709
Solanum lasiophyllum,Solanum lasiophyllum,ot_1003_Tr100305.nex,-,Solanum lasiophyllum,Solanum lasiophyllum,"{'@tb:identifier.taxon': 326583, '@tb:identifier.taxonVariant': 368137, '@ubio': '9109063', '@uniprot': '374014'}",573881
Solanum argentinum,Solanum argentinum,ot_1003_Tr100305.nex,-,Solanum argentinum,Solanum argentinum,"{'@tb:identifier.taxon': 27131, '@tb:identifier.taxonVariant': 63356, '@ubio': '3440724', '@uniprot': '52875'}",326645
Solanum agrimonifolium,Solanum agrimonifolium,ot_1003_Tr100305.nex,-,Solanum agrimonifolium,Solanum agrimonifolium,"{'@tb:identifier.taxon': 278957, '@tb:identifier.taxonVariant': 332706, '@ubio': '3440513', '@uniprot': '317816'}",973481
Nicotiana velutina,Nicotiana velutina,ot_1003_Tr100305.nex,-,Nicotiana velutina,Nicotiana velutina,"{'@tb:identifier.taxon': 70737, '@tb:identifier.taxonVariant': 146880, '@ubio': '5845946', '@uniprot': '49454'}",882081
Nolana parviflora,Nolana parviflora,ot_1003_Tr100305.nex,-,Nolana parviflora,Nolana parviflora,"{'@tb:identifier.taxon': 395101, '@tb:identifier.taxonVariant': 405835, '@ubio': '9382465', '@uniprot': '459197'}",705986
Schizanthus alpestris,Schizanthus alpestris,ot_1003_Tr100305.nex,-,Schizanthus alpestris,Schizanthus alpestris,"{'@tb:identifier.taxon': 315562, '@tb:identifier.taxonVariant': 360779, '@ubio': '5985519', '@uniprot': '360626'}",94219
Solanum fusiforme,Solanum fusiforme,ot_1003_Tr100305.nex,-,Solanum fusiforme,Solanum fusiforme,"{'@tb:identifier.taxon': 40226, '@tb:identifier.taxonVariant': 93370, '@ubio': '3440861', '@uniprot': '265401'}",1035631
Solanum rixosum,Solanum rixosum,ot_1003_Tr100305.nex,-,Solanum rixosum,Solanum rixosum,"{'@tb:identifier.taxon': 619639, '@tb:identifier.taxonVariant': 829727, '@ubio': '8400170'}",192048
Solanum bahamense,Solanum bahamense,ot_1003_Tr100305.nex,-,Solanum bahamense,Solanum bahamense,"{'@tb:identifier.taxon': 27137, '@tb:identifier.taxonVariant': 63365, '@ubio': '2653518', '@uniprot': '329764'}",1031428
Lycium yunnanense,Lycium yunnanense,ot_1003_Tr100305.nex,-,Lycium yunnanense,Lycium yunnanense,"{'@tb:identifier.taxon': 619547, '@tb:identifier.taxonVariant': 829626, '@ubio': '9177928'}",798221
Physalis carpenteri,Physalis carpenteri,ot_1003_Tr100305.nex,-,Physalis carpenteri,Physalis carpenteri,"{'@tb:identifier.taxon': 22159, '@tb:identifier.taxonVariant': 51525, '@ubio': '2653662', '@uniprot': '304112'}",631643
Solanum densevestitum,Solanum densevestitum,ot_1003_Tr100305.nex,-,Solanum densevestitum,Solanum densevestitum,"{'@tb:identifier.taxon': 619556, '@tb:identifier.taxonVariant': 829635, '@ubio': '9108447'}",939572
Eriolarynx lorentzii,Eriolarynx lorentzii,ot_1003_Tr100305.nex,-,Eriolarynx lorentzii,Eriolarynx lorentzii,"{'@tb:identifier.taxon': 30518, '@tb:identifier.taxonVariant': 81597, '@ubio': '5981225', '@uniprot': '304107'}",315007
Solanum marginatum,Solanum marginatum,ot_1003_Tr100305.nex,-,Solanum marginatum,Solanum marginatum,"{'@tb:identifier.taxon': 27215, '@tb:identifier.taxonVariant': 63537, '@ubio': '2653539', '@uniprot': '329785'}",691775
Scopolia parviflora,Scopolia parviflora,ot_1003_Tr100305.nex,-,Scopolia parviflora,Scopolia parviflora,"{'@tb:identifier.taxon': 232602, '@tb:identifier.taxonVariant': 295145, '@ubio': '5976532', '@uniprot': '258455'}",100828
Solanum fallax,Solanum fallax,ot_1003_Tr100305.nex,-,Solanum fallax,Solanum fallax,"{'@tb:identifier.taxon': 40209, '@tb:identifier.taxonVariant': 93338, '@ubio': '5993464', '@uniprot': '265400'}",1035633
Solanum longiconicum,Solanum longiconicum,ot_1003_Tr100305.nex,-,Solanum longiconicum,Solanum longiconicum,"{'@tb:identifier.taxon': 278966, '@tb:identifier.taxonVariant': 332722, '@ubio': '5862784', '@uniprot': '317825'}",447380
Lycianthes pseudolycioides,Lycianthes pseudolycioides,ot_1003_Tr100305.nex,-,Lycianthes pseudolycioides,Lycianthes pseudolycioides,"{'@tb:identifier.taxon': 342860, '@tb:identifier.taxonVariant': 378927, '@ubio': '3440163', '@uniprot': '393161'}",864340
Solanum capsicastrum,Solanum capsicastrum,ot_1003_Tr100305.nex,-,Solanum capsicastrum,Solanum capsicastrum,"{'@tb:identifier.taxon': 349404, '@tb:identifier.taxonVariant': 382894, '@ubio': '2669388', '@uniprot': '400989'}",885665
Nolana aplocaryoides,Nolana aplocaryoides,ot_1003_Tr100305.nex,-,Nolana aplocaryoides,Nolana aplocaryoides,"{'@tb:identifier.taxon': 95022, '@tb:identifier.taxonVariant': 174193, '@ubio': '5845976', '@uniprot': '84172'}",696749
Lycium shockleyi,Lycium shockleyi,ot_1003_Tr100305.nex,-,Lycium shockleyi,Lycium shockleyi,"{'@tb:identifier.taxon': 127955, '@tb:identifier.taxonVariant': 205504, '@ubio': '2653625', '@uniprot': '127639'}",109774
Lycianthes fasciculata,Lycianthes fasciculata,ot_1003_Tr100305.nex,-,Lycianthes fasciculata,Lycianthes fasciculata,"{'@tb:identifier.taxon': 342848, '@tb:identifier.taxonVariant': 378915, '@ubio': '3440162', '@uniprot': '393149'}",914560
Solanum cinereum,Solanum cinereum,ot_1003_Tr100305.nex,-,Solanum cinereum,Solanum cinereum,"{'@tb:identifier.taxon': 27154, '@tb:identifier.taxonVariant': 63404, '@ubio': '5970591', '@uniprot': '205539'}",311860
Solanum enantiophyllanthum,Solanum enantiophyllanthum,ot_1003_Tr100305.nex,-,Solanum enantiophyllanthum,Solanum enantiophyllanthum,"{'@tb:identifier.taxon': 619563, '@tb:identifier.taxonVariant': 829642, '@ubio': '9127384'}",5521817
Cestrum elegans,Cestrum elegans,ot_1003_Tr100305.nex,-,Cestrum elegans,Cestrum elegans,"{'@tb:identifier.taxon': 5487, '@tb:identifier.taxonVariant': 13299, '@ubio': '3439982', '@uniprot': '103475'}",904620
